pgn,white,black,result,moves,white_acpl,black_acpl,white_accuracy,black_accuracy,white_best_pct,black_best_pct,white_inacc,white_mistakes,white_blunders,black_inacc,black_mistakes,black_blunders
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,24,8391.6,16748.1,63.4,66.3,16.7,25.0,1,5,2,3,4,1
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,34,5971.8,11876.9,60.7,64.0,11.8,29.4,4,6,4,2,8,3
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,52,69.9,52.7,77.8,81.2,7.7,19.2,9,4,1,12,2,0
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,70,80.7,47.3,76.3,82.0,5.7,8.6,10,10,1,16,0,0
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,44,4614.8,9180.6,66.8,72.1,9.1,18.2,4,6,5,3,3,6
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,42,4817.3,9579.2,68.1,77.2,4.8,14.3,9,4,3,3,3,2
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,12,214.5,84.3,59.0,85.2,16.7,50.0,0,2,2,0,0,1
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,20,171.0,93.3,61.3,77.3,10.0,50.0,1,5,2,2,0,2
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,15,60.4,146.1,79.5,67.9,25.0,14.3,2,2,0,2,1,2
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,33,11832.7,6328.7,72.3,60.6,17.6,6.2,5,5,1,2,6,5
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,33,38.5,98.1,86.2,71.0,11.8,0.0,5,1,0,5,5,2
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,35,27.7,97.9,89.4,77.2,33.3,5.9,4,1,0,3,4,1
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,61,49.9,94.4,81.9,71.5,22.6,10.0,11,4,0,4,17,0
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,25,54.2,151.8,82.4,65.5,23.1,8.3,2,2,0,3,2,4
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,43,9134.5,4813.5,79.0,68.8,31.8,0.0,9,1,1,10,4,2
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,23,58.6,120.2,82.8,68.0,33.3,0.0,1,1,1,2,5,2
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,31,12543.9,6680.1,80.7,73.7,37.5,20.0,3,0,2,4,2,2
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,41,67.8,105.8,79.8,70.8,14.3,20.0,6,1,3,7,2,4
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,32,124.9,12585.5,70.6,69.6,25.0,25.0,3,3,4,5,3,3
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,16,12545.1,25047.5,55.3,71.9,12.5,62.5,2,1,4,1,2,1
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,34,5935.6,11799.2,65.5,81.5,23.5,17.6,7,4,3,4,1,1
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,74,2773.0,5469.1,69.7,76.4,13.5,16.2,11,15,2,12,7,2
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,56,3639.4,7204.4,67.1,75.6,10.7,3.6,9,7,4,9,7,1
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,18,174.0,108.3,61.1,73.8,11.1,33.3,1,3,3,0,0,3
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,14,14356.9,28629.9,52.6,69.9,14.3,42.9,1,2,3,0,1,2
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,26,7744.8,15422.3,64.3,78.1,7.7,46.2,7,1,3,5,0,1
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,30,103.6,35.7,72.3,85.9,6.7,20.0,3,4,1,2,1,0
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,44,119.2,92.3,73.4,78.8,22.7,36.4,3,3,5,4,1,4
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,41,69.6,129.8,76.4,63.4,28.6,0.0,9,5,0,5,8,5
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,55,7180.7,3734.7,85.5,77.6,28.6,14.8,7,0,2,5,4,4
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,73,2753.0,5598.2,73.9,65.9,18.9,16.7,7,8,5,8,7,9
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,33,11815.0,6307.1,75.7,64.5,11.8,6.2,9,1,1,5,6,2
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,47,54.7,96.3,80.9,71.6,20.8,4.3,6,3,0,8,8,1
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,41,9550.6,5019.4,85.2,75.7,14.3,20.0,7,0,1,5,3,2
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,31,12522.9,6696.6,84.6,72.8,31.2,26.7,2,0,1,3,3,2
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,45,8760.9,4605.9,74.9,65.7,21.7,13.6,3,8,1,1,10,3
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,57,46.5,3633.2,85.7,70.9,24.1,7.1,5,0,2,10,5,3
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,41,9561.3,5026.8,81.3,74.0,4.8,20.0,6,1,1,4,6,1
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,32,6346.1,12587.4,64.0,66.8,6.2,25.0,1,6,4,5,5,2
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,22,101.4,23.5,74.0,91.1,18.2,27.3,0,5,1,3,0,0
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,80,2579.8,5076.1,69.4,74.2,7.5,17.5,10,11,7,11,9,4
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,18,11184.0,22299.9,55.4,65.7,0.0,44.4,1,3,3,1,4,1
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,118,118.0,3454.4,66.6,76.8,5.1,15.3,15,22,10,19,13,2
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,34,124.0,73.7,71.1,81.1,29.4,17.6,2,7,2,1,2,1
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,22,117.7,43.5,69.0,84.3,9.1,36.4,4,4,1,3,1,0
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,56,3619.6,7187.9,72.7,80.2,10.7,28.6,11,6,2,7,4,1
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,52,3967.8,7788.0,56.4,67.7,3.8,15.4,7,10,9,9,8,3
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,44,86.6,54.5,74.8,81.7,13.6,13.6,6,6,1,5,2,1
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,69,47.3,86.2,83.6,73.7,20.0,8.8,11,4,0,9,11,2
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,27,47.1,117.4,85.4,71.5,21.4,7.7,2,1,1,3,0,4
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,35,5563.5,121.9,76.4,66.4,22.2,11.8,3,2,2,2,8,3
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,55,3627.2,3798.1,70.1,61.3,17.9,7.4,4,8,5,5,10,7
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,59,60.3,86.6,79.8,73.4,26.7,10.3,11,3,1,8,11,1
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,25,29.0,102.3,91.2,73.9,46.2,8.3,1,0,1,2,3,2
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,17,22260.4,12535.4,75.2,61.5,11.1,0.0,1,2,1,2,2,2
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,35,79.6,130.9,76.1,68.0,22.2,11.8,6,3,1,0,5,5
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,47,61.7,118.7,78.7,67.0,8.3,0.0,6,7,0,7,5,4
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,73,52.6,78.8,81.9,76.0,13.5,5.6,5,7,0,9,10,2
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,68,3022.5,5947.1,67.8,74.9,20.6,17.6,7,12,5,16,6,2
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,42,4803.8,9565.0,72.0,79.7,14.3,19.0,8,4,2,5,1,1
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,38,5306.1,10578.8,70.5,78.0,15.8,15.8,1,7,3,3,5,1
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,42,104.8,9573.3,71.2,78.1,9.5,19.0,5,8,2,8,2,1
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,16,12544.4,25033.8,58.1,74.8,25.0,37.5,1,3,2,1,1,1
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,58,13754.5,17185.4,64.4,73.1,31.0,27.6,7,8,5,6,2,5
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,16,166.2,111.4,59.3,70.7,0.0,37.5,3,2,2,2,0,2
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,16,142.1,31.0,65.4,87.4,0.0,37.5,2,3,1,2,0,0
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,52,81.1,46.5,75.4,84.2,15.4,26.9,8,5,2,4,3,1
PUTC_vs_STOCKFISH.pgn,PUTC,STOCKFISH,0-1,28,14298.1,14377.9,53.0,67.8,0.0,35.7,5,5,4,0,5,3
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,55,57.3,101.5,81.2,71.6,7.1,7.4,5,6,0,8,6,4
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,19,62.1,11161.9,80.7,56.3,40.0,0.0,3,1,1,1,2,4
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,41,9551.8,5025.1,84.5,75.3,33.3,10.0,3,1,1,6,4,1
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,95,147.9,161.6,64.1,59.1,14.6,0.0,6,14,15,5,20,16
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,41,29.0,73.7,89.3,76.6,19.0,15.0,4,1,0,9,3,1
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,29,46.1,83.4,86.1,75.5,26.7,14.3,3,1,1,5,3,1
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,43,4553.0,4812.9,78.0,65.3,22.7,0.0,5,3,2,7,7,3
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,93,4346.8,2280.0,71.9,65.5,14.9,6.5,13,10,6,7,12,12
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,63,113.6,140.9,72.4,68.9,6.2,29.0,4,5,7,8,4,8
STOCKFISH_vs_PUTC.pgn,STOCKFISH,PUTC,1-0,19,38.7,137.7,85.4,64.1,30.0,0.0,3,0,0,3,2,2
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,16,104.4,65.8,68.6,79.9,0.0,25.0,2,3,1,0,3,0
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,34,111.2,82.7,74.1,77.6,17.6,35.3,3,1,4,4,2,2
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,52,101.3,69.6,72.4,77.9,7.7,23.1,8,6,2,8,3,2
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,26,7725.5,48.4,65.2,84.8,15.4,38.5,5,0,4,3,2,0
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,14,158.3,62.1,63.1,78.1,0.0,28.6,2,1,2,3,1,0
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,16,12545.1,25026.1,58.0,78.2,12.5,62.5,1,3,2,1,1,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,22,9188.7,18265.5,60.8,69.2,9.1,36.4,2,2,4,3,2,2
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,14,126.3,43.1,74.8,85.4,28.6,28.6,0,2,1,1,1,0
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,14,155.4,52.1,63.3,81.5,0.0,57.1,0,4,1,2,2,0
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,20,127.0,51.2,66.6,81.6,0.0,20.0,5,3,1,2,1,0
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,13,44.9,158.5,85.3,61.6,42.9,16.7,2,1,0,1,2,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,29,128.1,188.9,71.6,62.7,20.0,0.0,3,1,4,1,4,4
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,33,68.9,140.6,79.6,67.5,23.5,6.2,2,6,1,3,5,3
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,13,24.6,138.2,91.0,64.9,42.9,0.0,2,0,0,2,2,1
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,45,72.4,106.8,81.1,72.9,26.1,9.1,4,4,2,9,4,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,21,42.8,104.2,84.4,76.0,27.3,10.0,3,1,0,0,2,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,27,48.6,87.9,84.6,75.6,35.7,23.1,3,1,1,6,1,1
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,23,62.2,124.7,83.7,74.5,25.0,9.1,3,0,1,0,2,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,21,50.0,151.4,82.7,61.2,36.4,10.0,3,2,0,2,4,3
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,17,65.2,142.8,78.7,67.3,33.3,0.0,1,2,0,1,1,2
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,20,185.5,102.5,58.7,69.9,20.0,30.0,0,5,3,2,2,2
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,34,141.6,78.3,67.0,79.0,11.8,17.6,5,4,3,2,2,3
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,22,157.8,56.5,62.5,80.3,0.0,9.1,3,3,3,2,3,0
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,8,361.0,196.8,49.9,66.1,0.0,25.0,1,0,2,2,0,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,34,147.6,98.6,64.5,77.1,5.9,35.3,0,7,4,4,1,3
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,6,270.0,26.7,56.9,89.6,0.0,66.7,0,1,1,1,0,0
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,10,20044.8,40025.2,48.2,72.3,0.0,80.0,1,3,1,0,1,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,16,224.6,131.0,57.8,70.7,12.5,25.0,3,1,3,2,1,2
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,26,7724.3,15411.1,68.5,82.7,0.0,30.8,4,4,1,3,1,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,12,16703.5,33369.0,59.8,70.9,16.7,50.0,2,2,1,1,1,1
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,23,16731.0,9162.4,70.6,56.6,25.0,9.1,3,3,1,2,5,3
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,21,42.7,117.9,84.9,65.6,27.3,0.0,1,2,0,2,5,1
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,29,70.7,127.1,77.6,64.4,26.7,7.1,4,3,1,3,6,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,37,35.0,109.0,86.1,68.4,26.3,16.7,5,0,0,5,7,3
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,19,156.3,235.0,70.5,57.1,30.0,0.0,3,0,3,3,0,4
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,15,24.5,119.4,90.3,69.6,50.0,14.3,2,0,0,0,1,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,18,26.3,110.4,88.9,67.9,33.3,0.0,0,0,0,3,3,1
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,29,75.4,135.8,78.3,66.5,26.7,14.3,2,4,1,2,5,3
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,17,33.9,137.2,86.5,69.7,22.2,12.5,3,0,0,2,2,1
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,11,33361.3,20035.6,72.3,59.9,50.0,20.0,1,0,1,2,1,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,42,4829.6,9586.8,66.8,74.4,4.8,42.9,8,5,3,9,3,2
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,24,133.9,69.8,66.3,76.8,0.0,16.7,2,4,2,5,1,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,28,140.5,66.6,66.1,81.1,7.1,42.9,2,3,5,6,0,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,8,238.2,38.2,60.0,84.3,0.0,0.0,1,1,1,1,0,0
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,24,130.7,64.6,65.4,77.5,8.3,41.7,3,5,2,4,3,0
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,38,94.9,48.9,74.6,85.0,15.8,31.6,4,3,3,3,1,2
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,16,166.4,80.9,61.9,82.4,0.0,37.5,2,1,3,0,0,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,26,83.3,30.1,74.5,88.9,7.7,30.8,0,6,0,2,1,0
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,26,7778.6,15478.0,62.1,70.8,23.1,38.5,1,2,6,1,0,5
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,14,145.9,29.3,71.9,89.6,0.0,42.9,4,0,1,1,1,0
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,17,66.3,137.2,82.1,62.8,33.3,0.0,2,0,1,3,2,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,11,33360.8,20002.2,73.8,56.1,100.0,0.0,0,1,1,1,0,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,45,71.9,78.9,76.6,74.6,21.7,4.5,10,4,1,5,8,1
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,29,38.5,87.2,85.6,75.3,26.7,0.0,4,2,0,6,2,1
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,23,16763.5,9195.5,69.5,55.9,33.3,0.0,3,2,2,4,2,4
